client_id,client_account,revenue_in_millions
1346,Amazon,716
1347,Google,592
1348,Amazon,363
1349,Reliance,223
1350,Google,453
1351,Accenture,526
1352,Accenture,395
1353,Google,583
1354,Cognizant,234
1355,Apollo Hospitals,499
1356,Deloitte,589
1357,Nestle,233
1358,Reliance,444
1359,Reliance,517
1360,Amazon,507
1361,Flipkart,584
1362,Wipro,194
1363,Wipro,673
1364,Google,240
1365,HDFC Bank,616
1366,Amazon,317
1367,Nestle,188
1368,Accenture,183
1369,Reliance,330
1370,Flipkart,332
1371,Google,146
1372,Amazon,167
1373,Deloitte,182
1374,Microsoft,180
1375,Google,180
1376,HDFC Bank,333
1377,Accenture,627
1378,Google,870
1379,Amazon,404
1380,ICICI Bank,206
1381,Reliance,803
1382,Wipro,222
1383,Tata Steel,370
1384,Infosys,327
1385,Wipro,279
1386,Deloitte,162
1387,ICICI Bank,576
1388,Microsoft,394
1389,Nestle,181
1390,Nestle,147
1391,Flipkart,294
1392,ICICI Bank,485
1393,Accenture,721
1394,Accenture,942
1395,Amazon,436
1396,Amazon,588
1397,Nestle,396
1398,Reliance,282
1399,HDFC Bank,411
1400,Apollo Hospitals,270
1401,Reliance,581
1402,Flipkart,318
1403,HDFC Bank,342
1404,HDFC Bank,421
1405,Tata Steel,722
1406,Flipkart,834
1407,Tata Steel,122
1408,Reliance,230
1409,ICICI Bank,574
1410,Cognizant,623
1411,Wipro,558
1412,Google,365
1413,Flipkart,303
1414,Nestle,440
1415,Deloitte,395
1416,HDFC Bank,242
1417,Deloitte,696
1418,Infosys,566
1419,Microsoft,233
1420,Microsoft,457
1421,Deloitte,563
1422,ICICI Bank,350
1423,HDFC Bank,811
1424,Microsoft,346
1425,Nestle,1082
1426,Amazon,388
1427,ICICI Bank,294
1428,Accenture,417
1429,Deloitte,713
1430,Accenture,717
1431,Reliance,240
1432,Flipkart,231
1433,Infosys,512
1434,Deloitte,551
1435,Google,829
1436,Infosys,502
1437,Apollo Hospitals,110
1438,Reliance,313
1439,Tata Steel,540
1440,Reliance,705
1441,Microsoft,334
1442,Wipro,231
1443,Nestle,771
1444,Flipkart,644
1445,Wipro,461
1446,Nestle,201
1447,HDFC Bank,826
1448,Tata Steel,728
1449,Microsoft,320
1450,Tata Steel,323
1451,Flipkart,418
1452,Wipro,649
1453,Amazon,289
1454,Google,258
1455,Deloitte,332
1456,Accenture,729
1457,Cognizant,274
1458,Apollo Hospitals,386
1459,Accenture,635
1460,Wipro,132
1461,Microsoft,354
1462,Tata Steel,390
1463,HDFC Bank,447
1464,Microsoft,275
1465,Deloitte,822
1466,Amazon,326
1467,Amazon,837
1468,Nestle,446
1469,Tata Steel,228
1470,Infosys,435
1471,Flipkart,655
1472,Cognizant,536
1473,Wipro,507
1474,Infosys,475
1475,Amazon,972
1476,Nestle,390
1477,Flipkart,270
1478,HDFC Bank,318
1479,Infosys,201
1480,Flipkart,405
1481,Tata Steel,289
1482,Cognizant,124
1483,Microsoft,302
1484,Amazon,135
1485,Google,749
1486,ICICI Bank,424
1487,Apollo Hospitals,567
1488,Reliance,314
1489,Reliance,728
1490,Infosys,558
1491,Apollo Hospitals,158
1492,HDFC Bank,274
1493,Deloitte,208
1494,Google,367
1495,Wipro,674
1496,Reliance,486
1497,Apollo Hospitals,590
1498,HDFC Bank,397
1499,Reliance,189
1500,Reliance,139
1501,Reliance,394
1502,Apollo Hospitals,337
1503,Reliance,465
1504,Google,276
1505,Wipro,174
1506,Accenture,412
1507,Flipkart,425
1508,Amazon,259
1509,Wipro,415
1510,Flipkart,469
1511,Nestle,694
1512,Nestle,515
1513,Amazon,214
1514,Flipkart,579
1515,Deloitte,651
1516,Accenture,558
1517,ICICI Bank,170
1518,Cognizant,179
1519,Amazon,901
1520,Flipkart,574
1521,Reliance,178
1522,Deloitte,227
1523,Flipkart,350
1524,HDFC Bank,667
1525,Tata Steel,373
1526,Reliance,117
1527,HDFC Bank,465
1528,Nestle,137
1529,Microsoft,537
1530,Google,224
1531,Google,204
1532,Microsoft,506
1533,HDFC Bank,321
1534,Google,228
1535,Amazon,234
1536,Accenture,566
1537,Amazon,247
1538,Cognizant,228
1539,Accenture,448
1540,Wipro,203
1541,Amazon,131
1542,Apollo Hospitals,416
1543,Reliance,500
1544,Reliance,537
1545,Apollo Hospitals,161
1546,Wipro,535
1547,ICICI Bank,504
1548,Flipkart,727
1549,Cognizant,380
1550,Accenture,437
1551,Tata Steel,433
1552,Nestle,263
1553,Reliance,340
1554,Amazon,393
1555,Microsoft,157
1556,Deloitte,456
1557,Cognizant,711
1558,Accenture,383
1559,Reliance,359
1560,HDFC Bank,573
1561,Cognizant,389
1562,Deloitte,112
1563,Wipro,397
1564,Apollo Hospitals,279
1565,Deloitte,174
1566,Flipkart,769
1567,Flipkart,222
1568,Tata Steel,476
1569,Tata Steel,846
1570,Apollo Hospitals,569
1571,Apollo Hospitals,751
1572,Infosys,232
1573,Infosys,163
1574,Cognizant,746
1575,Accenture,463
1576,ICICI Bank,969
1577,Flipkart,797
1578,HDFC Bank,627
1579,Reliance,620
1580,Wipro,146
1581,Tata Steel,148
1582,Wipro,539
1583,Infosys,871
1584,Microsoft,255
1585,Google,467
1586,Nestle,960
1587,Apollo Hospitals,245
1588,Apollo Hospitals,643
1589,Google,285
1590,Google,833
1591,Cognizant,154
1592,Apollo Hospitals,341
1593,Google,308
1594,Apollo Hospitals,552
1595,Deloitte,514
1596,Accenture,648
1597,Nestle,760
1598,Microsoft,550
1599,Deloitte,406
1600,Reliance,225
1601,ICICI Bank,465
1602,Accenture,150
1603,HDFC Bank,439
1604,Deloitte,997
1605,Amazon,1013
1606,Amazon,1039
1607,HDFC Bank,389
1608,Deloitte,570
1609,Flipkart,162
1610,Reliance,978
1611,Google,322
1612,Apollo Hospitals,205
1613,Infosys,197
1614,Infosys,98
1615,Infosys,419
1616,Reliance,300
1617,Cognizant,207
1618,Microsoft,228
1619,Tata Steel,397
1620,Cognizant,127
1621,Microsoft,601
1622,Deloitte,375
1623,Wipro,408
1624,Cognizant,256
1625,Flipkart,442
1626,Tata Steel,450
1627,Wipro,157
1628,Infosys,112
1629,Google,400
1630,Flipkart,646
1631,Amazon,159
1632,Microsoft,123
1633,Amazon,488
1634,Microsoft,164
1635,Accenture,105
1636,Reliance,841
1637,Apollo Hospitals,553
1638,Nestle,410
1639,Apollo Hospitals,376
1640,Deloitte,454
1641,Cognizant,958
1642,Wipro,1028
1643,ICICI Bank,593
1644,Reliance,134
1645,Wipro,148
1646,Accenture,242
1647,Accenture,488
1648,Flipkart,787
1649,Google,273
1650,Tata Steel,926
1651,Nestle,304
1652,Deloitte,464
1653,Infosys,858
1654,Amazon,481
1655,Infosys,765
1656,HDFC Bank,142
1657,Infosys,730
1658,Accenture,418
1659,Infosys,376
1660,HDFC Bank,258
1661,Amazon,358
1662,Flipkart,161
1663,ICICI Bank,164
1664,Deloitte,206
1665,Wipro,438
1666,Reliance,120
1667,HDFC Bank,454
1668,Tata Steel,282
1669,Apollo Hospitals,707
1670,Nestle,200
1671,Apollo Hospitals,450
1672,Deloitte,650
1673,Flipkart,504
1674,Apollo Hospitals,200
1675,Amazon,642
1676,Deloitte,543
1677,Amazon,845
1678,Nestle,238
1679,Google,921
1680,Apollo Hospitals,321
1681,Wipro,648
1682,Tata Steel,721
1683,Reliance,710
1684,Infosys,426
1685,Nestle,1053
1686,Infosys,931
1687,Microsoft,449
1688,Nestle,211
1689,Wipro,229
1690,Amazon,560
1691,Reliance,284
1692,Microsoft,295
1693,Microsoft,491
1694,Nestle,209
1695,Deloitte,249
1696,Reliance,296
1697,Cognizant,446
1698,Amazon,672
1699,Flipkart,356
1700,Accenture,163
1701,Accenture,188
1702,Tata Steel,894
1703,Cognizant,475
1704,Tata Steel,857
1705,Google,340
1706,Accenture,806
1707,Cognizant,413
1708,Amazon,573
1709,Apollo Hospitals,621
1710,Tata Steel,344
1711,Microsoft,531
1712,Reliance,331
1713,Deloitte,311
1714,Nestle,362
1715,Infosys,366
1716,Amazon,499
1717,Deloitte,219
1718,Amazon,161
1719,Accenture,259
1720,Deloitte,220
1721,Infosys,254
1722,Accenture,229
1723,Nestle,359
1724,Accenture,222
1725,Reliance,811
1726,Google,522
1727,Nestle,358
1728,Apollo Hospitals,410
1729,Reliance,323
1730,Cognizant,407
1731,ICICI Bank,713
1732,Cognizant,635
1733,Accenture,525
1734,Google,468
1735,Wipro,704
1736,Accenture,430
1737,Amazon,726
1738,Infosys,501
1739,Google,91
1740,Reliance,66
1741,Reliance,303
1742,Flipkart,389
1743,Reliance,197
1744,Accenture,214
1745,Google,78
1746,Nestle,656
1747,Apollo Hospitals,428
1748,Wipro,879
1749,Google,130
1750,Cognizant,601
1751,Tata Steel,273
1752,Wipro,740
1753,Wipro,613
1754,Google,137
1755,Infosys,431
1756,Microsoft,350
1757,Infosys,978
1758,Cognizant,533
1759,Deloitte,803
1760,Nestle,329
1761,Wipro,932
1762,Cognizant,724
1763,Apollo Hospitals,792
1764,Reliance,576
1765,ICICI Bank,141
1766,Google,750
1767,Cognizant,735
1768,HDFC Bank,330
1769,Deloitte,1052
1770,Tata Steel,550
1771,Infosys,656
1772,Microsoft,207
1773,Accenture,201
1774,Microsoft,143
1775,Accenture,674
1776,HDFC Bank,489
1777,Google,587
1778,Amazon,695
1779,Apollo Hospitals,384
1780,Wipro,209
1781,Reliance,543
1782,Nestle,113
1783,ICICI Bank,815
1784,Apollo Hospitals,142
1785,Flipkart,673
1786,Google,1057
1787,Deloitte,147
1788,Accenture,192
1789,Flipkart,149
1790,Deloitte,257
1791,Reliance,499
1792,Wipro,116
1793,Accenture,322
1794,Deloitte,348
1795,Infosys,339
1796,Reliance,827
1797,Google,300
1798,Nestle,763
1799,Infosys,607
1800,Infosys,1035
1801,Nestle,411
1802,Nestle,184
1803,Tata Steel,1031
1804,Reliance,726
1805,Microsoft,311
1806,ICICI Bank,334
1807,Apollo Hospitals,345
1808,Flipkart,81
1809,Tata Steel,203
1810,Amazon,294
1811,Microsoft,837
1812,HDFC Bank,509
1813,Cognizant,327
1814,HDFC Bank,65
1815,Microsoft,176
1816,ICICI Bank,710
1817,ICICI Bank,339
1818,Tata Steel,488
1819,Amazon,169
1820,Google,550
1821,Amazon,870
1822,Deloitte,407
1823,ICICI Bank,493
1824,Infosys,134
1825,Accenture,492
1826,Nestle,671
1827,Cognizant,270
1828,Apollo Hospitals,343
1829,Nestle,664
1830,Tata Steel,497
1831,Google,457
1832,Wipro,302
1833,Tata Steel,492
1834,Wipro,236
1835,Accenture,562
1836,Wipro,257
1837,Amazon,280
1838,Google,627
1839,Accenture,537
1840,Microsoft,608
1841,HDFC Bank,171
1842,Tata Steel,337
1843,ICICI Bank,212
1844,ICICI Bank,316
1845,Reliance,451
1846,Tata Steel,193
1847,Amazon,401
1848,Flipkart,313
1849,Infosys,140
1850,Google,266
1851,Amazon,980
1852,ICICI Bank,692
1853,HDFC Bank,541
1854,Google,316
1855,Wipro,707
1856,Reliance,346
1857,Nestle,564
1858,Nestle,367
1859,Infosys,788
1860,Reliance,129
1861,ICICI Bank,447
1862,ICICI Bank,404
1863,Google,636
1864,Reliance,306
1865,Apollo Hospitals,639
1866,Nestle,679
1867,Tata Steel,561
1868,Apollo Hospitals,173
1869,Cognizant,976
1870,Wipro,404
1871,Nestle,360
1872,Apollo Hospitals,329
1873,Accenture,559
1874,Microsoft,705
1875,Accenture,213
1876,Accenture,546
1877,Amazon,368
1878,Amazon,739
1879,Tata Steel,411
1880,Wipro,520
1881,Reliance,568
1882,Apollo Hospitals,512
1883,Wipro,340
1884,Tata Steel,231
1885,ICICI Bank,303
1886,Google,683
1887,ICICI Bank,480
1888,Google,922
1889,Amazon,127
1890,Infosys,172
1891,Wipro,573
1892,Amazon,532
1893,Flipkart,488
1894,HDFC Bank,617
1895,Amazon,140
1896,Flipkart,78
1897,Wipro,110
1898,Nestle,619
1899,Google,231
1900,Cognizant,645
1901,Google,391
1902,HDFC Bank,347
1903,Flipkart,528
1904,ICICI Bank,641
1905,HDFC Bank,176
1906,Apollo Hospitals,577
1907,HDFC Bank,196
1908,Flipkart,262
1909,Cognizant,524
1910,Deloitte,368
1911,Tata Steel,807
1912,ICICI Bank,468
1913,Cognizant,510
1914,Google,196
1915,Tata Steel,224
1916,Infosys,736
1917,Apollo Hospitals,485
1918,Nestle,273
1919,Infosys,230
1920,Accenture,660
1921,Accenture,852
1922,Tata Steel,481
1923,Flipkart,96
1924,Infosys,596
1925,Flipkart,700
1926,Tata Steel,260
1927,Google,323
1928,Accenture,249
1929,Apollo Hospitals,835
1930,Microsoft,145
1931,Amazon,279
1932,Amazon,550
1933,Cognizant,619
1934,HDFC Bank,179
1935,Amazon,413
1936,Wipro,701
1937,Infosys,531
1938,Accenture,693
1939,Wipro,181
1940,Microsoft,361
1941,Nestle,528
1942,Apollo Hospitals,347
1943,Wipro,761
1944,Amazon,151
1945,Flipkart,446
1946,Microsoft,249
1947,ICICI Bank,440
1948,Deloitte,791
1949,Nestle,434
1950,Google,233
1951,Deloitte,292
1952,Cognizant,577
1953,Wipro,881
1954,Amazon,299
1955,Cognizant,886
1956,HDFC Bank,1002
1957,Wipro,85
1958,Apollo Hospitals,230
1959,Accenture,141
1960,Accenture,299
1961,HDFC Bank,785
1962,ICICI Bank,497
1963,Apollo Hospitals,231
1964,Wipro,375
1965,Flipkart,878
1966,Infosys,839
1967,Google,83
1968,Microsoft,429
1969,Google,275
1970,Flipkart,169
1971,Tata Steel,299
1972,Tata Steel,371
1973,Accenture,232
1974,HDFC Bank,349
1975,Wipro,639
1976,Apollo Hospitals,531
1977,Amazon,659
1978,Nestle,928
1979,Flipkart,285
1980,Tata Steel,181
1981,Deloitte,414
1982,Nestle,218
1983,Wipro,251
1984,Cognizant,98
1985,Flipkart,499
1986,Deloitte,849
1987,Reliance,196
1988,Reliance,172
1989,ICICI Bank,636
1990,Google,136
1991,Reliance,628
1992,Amazon,379
1993,Tata Steel,254
1994,Google,926
1995,Amazon,765
1996,Wipro,471
1997,Infosys,739
1998,ICICI Bank,245
1999,Tata Steel,480
2000,Apollo Hospitals,233
2001,Accenture,740
2002,Google,397
2003,Deloitte,479
2004,Infosys,486
2005,Amazon,244
2006,Reliance,160
2007,Tata Steel,950
2008,Tata Steel,83
2009,Flipkart,288
2010,Cognizant,435
2011,Accenture,384
2012,Accenture,888
2013,Google,474
2014,Flipkart,225
2015,Apollo Hospitals,413
2016,Nestle,635
2017,Accenture,300
2018,Cognizant,571
2019,Tata Steel,879
2020,Flipkart,326
2021,Flipkart,202
2022,ICICI Bank,345
2023,Flipkart,864
2024,HDFC Bank,369
2025,Reliance,690
2026,Tata Steel,401
2027,Google,260
2028,ICICI Bank,691
2029,Wipro,1016
2030,Accenture,571
2031,Apollo Hospitals,435
2032,ICICI Bank,351
2033,Accenture,759
2034,Amazon,412
2035,Cognizant,980
2036,Accenture,70
2037,Flipkart,345
2038,HDFC Bank,336
2039,Deloitte,340
2040,Google,503
2041,Google,102
2042,Infosys,115
2043,Microsoft,996
2044,Infosys,477
2045,Apollo Hospitals,370
2046,Amazon,757
2047,Accenture,581
2048,HDFC Bank,540
2049,HDFC Bank,399
2050,Tata Steel,545
2051,Flipkart,371
2052,Microsoft,1043
2053,ICICI Bank,654
2054,Infosys,241
2055,Nestle,780
2056,Amazon,781
2057,ICICI Bank,408
2058,Nestle,421
2059,Cognizant,185
2060,Infosys,450
2061,Nestle,580
2062,Cognizant,187
2063,Microsoft,310
2064,Nestle,138
2065,Tata Steel,408
2066,HDFC Bank,760
2067,Google,337
2068,Apollo Hospitals,479
2069,Wipro,454
2070,Apollo Hospitals,196
2071,Reliance,275
2072,Wipro,281
2073,Tata Steel,220
2074,HDFC Bank,657
2075,Wipro,233
2076,Wipro,204
2077,Infosys,1025
2078,Amazon,232
2079,Deloitte,255
2080,Apollo Hospitals,228
2081,Nestle,890
2082,Tata Steel,389
2083,Flipkart,813
2084,Google,845
2085,Nestle,534
2086,Wipro,447
2087,Apollo Hospitals,255
2088,Cognizant,279
2089,Tata Steel,213
2090,Cognizant,467
2091,Reliance,226
2092,Cognizant,677
2093,Cognizant,151
2094,Nestle,665
2095,Tata Steel,216
2096,Accenture,342
2097,Nestle,354
2098,Microsoft,231
2099,Tata Steel,682
2100,Cognizant,515
2101,Accenture,939
2102,Wipro,541
2103,Amazon,296
2104,Apollo Hospitals,736
2105,HDFC Bank,304
2106,Tata Steel,546
2107,Infosys,635
2108,Flipkart,254
2109,Deloitte,506
2110,ICICI Bank,1013
2111,Tata Steel,657
2112,Tata Steel,440
2113,HDFC Bank,233
2114,HDFC Bank,578
2115,Infosys,892
2116,Accenture,709
2117,Microsoft,265
2118,Cognizant,453
2119,Amazon,437
2120,HDFC Bank,928
2121,Wipro,256
2122,Amazon,635
2123,ICICI Bank,370
2124,ICICI Bank,178
2125,HDFC Bank,453
2126,Microsoft,485
2127,Deloitte,620
2128,Infosys,151
2129,Flipkart,483
2130,Google,201
2131,Cognizant,257
2132,ICICI Bank,451
2133,Wipro,321
2134,Apollo Hospitals,1005
2135,ICICI Bank,829
2136,Tata Steel,127
2137,Apollo Hospitals,583
2138,Cognizant,590
2139,Microsoft,655
2140,Apollo Hospitals,291
2141,Infosys,280
2142,Amazon,719
2143,Reliance,147
2144,ICICI Bank,632
2145,Flipkart,230
2146,Amazon,337
2147,Infosys,429
2148,Flipkart,120
2149,HDFC Bank,452
2150,Accenture,356
2151,Reliance,657
2152,Google,705
2153,Deloitte,712
2154,Reliance,523
2155,Flipkart,463
2156,Cognizant,1001
2157,HDFC Bank,359
2158,Google,210
2159,Deloitte,194
2160,Infosys,351
2161,Infosys,167
2162,Tata Steel,221
2163,Nestle,430
2164,Amazon,406
2165,Accenture,1015
2166,Microsoft,291
2167,Google,785
2168,Cognizant,258
2169,Deloitte,226
2170,Infosys,148
2171,Accenture,275
2172,Deloitte,652
2173,Accenture,83
2174,Tata Steel,449
2175,Flipkart,615
2176,Microsoft,858
2177,Cognizant,551
2178,HDFC Bank,167
2179,Apollo Hospitals,515
2180,HDFC Bank,346
2181,Tata Steel,298
2182,Google,168
2183,Microsoft,270
2184,Tata Steel,463
2185,ICICI Bank,603
2186,Microsoft,286
2187,Accenture,772
2188,ICICI Bank,213
2189,Amazon,814
2190,Google,588
2191,Flipkart,788
2192,Microsoft,540
2193,ICICI Bank,833
2194,Microsoft,596
2195,Flipkart,290
2196,Reliance,737
2197,HDFC Bank,170
2198,Reliance,220
2199,Deloitte,875
2200,Flipkart,380
2201,Infosys,179
2202,Accenture,625
2203,Accenture,811
2204,Google,494
2205,HDFC Bank,141
2206,Apollo Hospitals,346
2207,Flipkart,522
2208,Cognizant,320
2209,ICICI Bank,357
2210,Amazon,489
2211,Amazon,182
2212,Flipkart,50
2213,Cognizant,254
2214,Wipro,232
2215,Apollo Hospitals,266
2216,Accenture,514
2217,Flipkart,449
2218,Apollo Hospitals,1002
2219,Wipro,386
2220,Accenture,406
2221,Infosys,727
2222,Amazon,738
2223,Accenture,925
2224,Reliance,875
2225,Infosys,337
2226,Infosys,644
2227,Infosys,650
2228,Deloitte,448
2229,Amazon,425
2230,HDFC Bank,633
2231,Apollo Hospitals,1021
2232,Google,219
2233,Reliance,248
2234,Tata Steel,525
2235,Google,261
2236,ICICI Bank,428
2237,Infosys,240
2238,ICICI Bank,416
2239,Accenture,548
2240,Accenture,294
2241,Nestle,331
2242,Google,407
2243,Flipkart,561
2244,Apollo Hospitals,555
2245,Deloitte,254
2246,Apollo Hospitals,182
2247,HDFC Bank,276
2248,Cognizant,423
2249,Amazon,636
2250,ICICI Bank,268
2251,HDFC Bank,450
2252,Nestle,391
2253,Cognizant,716
2254,Microsoft,427
2255,Nestle,647
2256,Infosys,107
2257,Nestle,146
2258,Flipkart,500
2259,Tata Steel,968
2260,Infosys,204
2261,Tata Steel,758
2262,Apollo Hospitals,452
2263,Deloitte,566
2264,ICICI Bank,443
2265,Apollo Hospitals,575
2266,Tata Steel,598
2267,Reliance,249
2268,Deloitte,259
2269,Flipkart,480
2270,Amazon,441
2271,ICICI Bank,239
2272,Apollo Hospitals,256
2273,Reliance,410
2274,Cognizant,261
2275,Cognizant,639
2276,Google,543
2277,ICICI Bank,802
2278,Nestle,180
2279,Deloitte,757
2280,HDFC Bank,458
2281,Microsoft,710
2282,Microsoft,268
2283,HDFC Bank,417
2284,Deloitte,486
2285,Deloitte,571
2286,Infosys,454
2287,Cognizant,251
2288,Wipro,596
2289,Accenture,248
2290,Amazon,225
2291,Google,515
2292,Infosys,503
2293,Cognizant,144
2294,Nestle,175
2295,Wipro,423
2296,Reliance,321
2297,Infosys,504
2298,Nestle,467
2299,Amazon,648
2300,Google,211
2301,Reliance,291
2302,Infosys,457
2303,Tata Steel,557
2304,Nestle,682
2305,Flipkart,450
2306,Amazon,658
2307,Infosys,568
2308,Reliance,555
2309,Microsoft,417
2310,Infosys,317
2311,Infosys,672
2312,Tata Steel,169
2313,ICICI Bank,645
2314,Tata Steel,822
2315,Wipro,259
2316,Flipkart,252
2317,Microsoft,97
2318,Flipkart,656
2319,Infosys,336
2320,Infosys,597
2321,Tata Steel,798
2322,Cognizant,362
2323,Wipro,366
2324,Flipkart,229
2325,Amazon,229
2326,Wipro,439
2327,Infosys,671
2328,Flipkart,723
2329,Google,356
2330,Deloitte,173
2331,Reliance,540
2332,Flipkart,241
2333,Tata Steel,467
2334,Deloitte,509
2335,ICICI Bank,558
2336,Flipkart,763
2337,Nestle,382
2338,Tata Steel,522
2339,Tata Steel,470
2340,Microsoft,426
2341,Accenture,170
2342,Nestle,395
2343,Nestle,416
2344,ICICI Bank,267
2345,Accenture,218
2346,Deloitte,687
2347,Deloitte,383
2348,Cognizant,637
2349,ICICI Bank,619
2350,Google,443
2351,Accenture,371
2352,Wipro,702
2353,HDFC Bank,147
2354,HDFC Bank,302
2355,Cognizant,293
2356,Google,913
2357,Amazon,223
2358,ICICI Bank,134
2359,Infosys,264
2360,Accenture,266
2361,Infosys,439
2362,Deloitte,304
2363,Amazon,526
2364,Google,160
2365,Flipkart,402
2366,HDFC Bank,145
2367,Cognizant,264
2368,Amazon,868
2369,Flipkart,336
2370,Tata Steel,538
2371,Tata Steel,441
2372,Tata Steel,288
2373,Amazon,505
2374,Google,662
2375,Accenture,579
2376,Apollo Hospitals,207
2377,Deloitte,641
2378,Amazon,209
2379,Microsoft,124
2380,Tata Steel,650
2381,Wipro,208
2382,Tata Steel,286
2383,ICICI Bank,456
2384,Flipkart,725
2385,ICICI Bank,914
2386,Reliance,153
2387,Cognizant,883
2388,Apollo Hospitals,743
2389,Infosys,866
2390,Reliance,610
2391,Cognizant,430
2392,Reliance,285
2393,Apollo Hospitals,480
2394,Infosys,383
2395,Amazon,258
2396,Microsoft,89
2397,Cognizant,727
2398,Tata Steel,372
2399,HDFC Bank,198
2400,Wipro,538
2401,Google,259
2402,Nestle,100
2403,ICICI Bank,753
2404,Microsoft,547
2405,Cognizant,626
2406,Reliance,415
2407,Google,551
2408,Amazon,792
2409,Wipro,226
2410,Cognizant,337
2411,Tata Steel,218
2412,Cognizant,266
2413,ICICI Bank,168
2414,ICICI Bank,648
2415,Amazon,736
2416,Infosys,368
2417,Cognizant,634
2418,Flipkart,580
2419,Tata Steel,544
2420,Reliance,265
2421,Amazon,593
2422,HDFC Bank,218
2423,Microsoft,421
2424,Deloitte,102
2425,Infosys,498
2426,Accenture,255
2427,Apollo Hospitals,355
2428,Reliance,935
2429,HDFC Bank,671
2430,Flipkart,837
2431,Amazon,492
2432,Accenture,545
2433,ICICI Bank,228
2434,Tata Steel,991
2435,ICICI Bank,925
2436,Accenture,358
2437,Google,445
2438,Accenture,257
2439,Google,147
2440,Deloitte,468
2441,Google,303
2442,Nestle,447
2443,Deloitte,440
2444,HDFC Bank,484
2445,Deloitte,334
2446,Infosys,263
2447,Tata Steel,527
2448,Tata Steel,364
2449,Amazon,297
2450,ICICI Bank,853
2451,Tata Steel,534
2452,Wipro,999
2453,Infosys,191
2454,Deloitte,187
2455,HDFC Bank,567
2456,Google,981
2457,Cognizant,306
2458,HDFC Bank,253
2459,Nestle,579
2460,Accenture,291
2461,Flipkart,193
2462,Tata Steel,771
2463,Apollo Hospitals,132
2464,HDFC Bank,273
2465,Flipkart,498
2466,Reliance,766
2467,Deloitte,221
2468,Flipkart,649
2469,Microsoft,177
2470,Reliance,556
2471,HDFC Bank,164
2472,Tata Steel,537
2473,Deloitte,796
2474,Amazon,352
2475,Tata Steel,960
2476,Amazon,533
2477,HDFC Bank,609
2478,Apollo Hospitals,240
2479,Nestle,553
2480,Amazon,327
2481,ICICI Bank,550
2482,Wipro,524
2483,ICICI Bank,369
2484,Amazon,729
2485,Flipkart,248
2486,Wipro,978
2487,HDFC Bank,680
2488,Nestle,541
2489,Infosys,579
2490,Nestle,657
2491,Microsoft,856
2492,Flipkart,569
2493,Flipkart,613
2494,Nestle,350
2495,Amazon,1031
2496,Deloitte,264
2497,Accenture,486
